Dataset Name	AnnotatorID	VideoID	Plain Summary	Event 1	Start Timestamp Event 1	End Timestamp Event 1	Location Event 1	Event 2	Start Timestamp Event 2	End Timestamp Event 2	Location Event 2	Event 3	Start Timestamp Event 3	End Timestamp Event 3	Location Event 3	Event 4	Start Timestamp Event 4	End Timestamp Event 4	Location Event 4	Event 5	Start Timestamp Event 5	End Timestamp Event 5	Location Event 5	Event 6	Start Timestamp Event 6	End Timestamp Event 6	Location Event 6	Event 7	Start Timestamp Event 7	End Timestamp Event 7	Location Event 7	Event 8	Start Timestamp Event 8	End Timestamp Event 8	Location Event 8	Event 9	Start Timestamp Event 9	End Timestamp Event 9	Location Event 9	Event 10	Start Timestamp Event 10	End Timestamp Event 10	Location Event 10	Event 11	Start Timestamp Event 11	End Timestamp Event 11	Location Event 11	Event 12	Start Timestamp Event 12	End Timestamp Event 12	Location Event 12	Additional comments
EPICKitchen	4	P03_P03_123.MP4	The subject mixes a yellow compound in a bowl on the stove. Then, the subject fills two glass jars with the compound and seals them after adding a rubber gasket to each lid.	The subject uses a ladle to stir a yellow mixture in a bowl on the stove.	0:00:03	0:01:15	Kitchen stoves	The subject, wearing kitchen gloves, takes a tray with empty jars on it out of the oven.	0:01:16	0:01:37	Kitchen	The subject uses a ladle to fill two of the jars with the previously mixed yellow mixture.	0:01:40	0:04:09	Kitchen	The subject adds a gasket to the lid of each jar and then seals them.	0:04:11	0:05:19	Kitchen counter																																	
EPICKitchen	4	P03_P03_26.MP4	The subject places a plate with used knives and forks on the counter. Then, the subject places a plate with some leftover food in the refrigerator.	The subject places a plate with used knives and forks on the counter. 	0:00:01	0:00:05	Kitchen	The subject places a plate with some leftover food in the refrigerator.	0:00:05	0:00:09	Kitchen																																									
EPICKitchen	4	P04_P04_01.MP4	Subject prepares meatballs from corned beef, tofu, and other ingredients. Once the mixture is ready, the subject separates small portions and puts them to fry in a pan. Meanwhile, the subject beats some eggs in a bowl.	The subject takes some ingredients from the cupboard and places them on the counter	0:00:04	0:00:36	Kitchen	The subject tidies up the kitchen by putting some pots and pans in the dishwasher and placing a cutting board on the counter.	0:00:37	0:01:20	Kitchen	The subject opens two cans of what appears to be canned tuna.	0:01:21	0:02:29	Kitchen	The subject fills a clear plastic bag with the contents of the newly opened cans.	0:03:01	0:04:04	Kitchen	The subject adds 3 spoonfuls of breadcrumbs to the bag.	0:04:34	0:05:05	Kitchen	The subject prepares some tofu, first draining the package in the sink and then drying it with kitchen paper.	0:05:11	0:06:43	Kitchen	The subject prepares adds the tofu to the bag	0:06:48	0:06:58	Kitchen	The subject adds 3 spoonfuls of another ingredient to the bag.	0:07:00	0:07:30	Kitchen	The subject closes the bag and kneads the contents for a few minutes.	0:07:39	0:10:55	Kitchen	The subject prepares a meatball with part of the contents of the bag and puts it in the pan	0:10:56	0:11:12	Kitchen	The subject cracks some eggs into a bowl and adds a few other ingredients and mixes everything together.	0:11:50	0:16:09	Kitchen	The subject prepares various meatballs with the contents of the bag and puts them in the pan together with the one made previously.	0:16:33	0:18:25	Kitchen	
EPICKitchen	4	P04_P04_106.MP4	The subject checks the doughs in two bowls, re-kneading one of them. The subject then removes a tray from the oven, tastes the contents, and puts it back in the oven.	The subject cleans a cutting board by throwing crumbs into the wastebasket and wetting it with tap water.	0:00:05	0:00:23	Kitchen	The subject moves a dough from a bowl to the freshly cleaned cutting board.	0:00:23	0:01:09	Kitchen	The subject kneads the dough and puts it back in the bowl.	0:01:10	0:01:52	Kitchen	The subject washes his hands in the sink and dries them with a cloth.	0:01:53	0:02:07	Kitchen sink	The subject checks the dough in a second bowl by picking it up and then placing it back in the bowl.	0:02:08	0:02:32	Kitchen	The subject uses oven mitts to remove a baking dish from the oven.	0:02:33	0:02:47	Kitchen	The subject uses a spoon to tear off and taste two pieces of the contents of the baking dish.	0:02:51	0:03:52	Kitchen	The subject puts the pan back in the oven	0:03:59	0:04:13	Kitchen				 													
EPICKitchen	4	P04_P04_111.MP4	The subject flip the contents of a pan containing squares of food while they are cooking. Then, the subject removes a baking dish from the oven and uses scissors to move the contents to a plate from the cupboard.	The subject uses a ladle to flip small squares of food that are cooking in a pan.	0:00:02	0:01:19	Kitchen stoves	The subject removes a baking dish from the oven	0:01:36	0:01:47	Kitchen stoves	The subject takes a plate from the cupboard and scissors from the drawer, which he uses to move the contents from the casserole dish to the plate.	0:01:47	0:02:35	Kitchen stoves																																					
EPICKitchen	4	P04_P04_116.MP4	The subject cooks beaten eggs in a saucepan, stirring them most of the time. During the cooking, the subject adds to the saucepan the contents of a jar that appears to be yogurt. Finally, the subject cuts two small slices of bread from a loaf taken from the oven and butters them.	Il soggetto versa il contenuto di una ciotola, che sembra essere uova sbattute, in un pentolino. 	0:00:02	0:00:21	Kitchen	The subject uses a ladle to stir the contents of the saucepan.	0:00:22	0:00:30	Kitchen	The subject takes a jar from the fridge.	0:00:31	0:00:46	Kitchen	The subject uses a ladle to stir the contents of the saucepan.	0:00:47	0:02:00	Kitchen	The subject tidies up the kitchen by putting a spoon and a bowl in the dishwasher.	0:02:01	0:02:16	Kitchen	The subject uses a ladle to stir the contents of the saucepan.	0:02:27	0:03:41	Kitchen	The subject removes a loaf of bread from the oven and places it on a grill on the floor.	0:03:42	0:04:10	Kitchen	The subject uses a ladle to stir the contents of the saucepan.	0:04:11	0:06:04	Kitchen	The subject adds the contents of the jar taken previously to the saucepan and continues to mix everything.	0:06:46	0:08:17	Kitchen	The subject takes the loaf of bread from the ground and cuts two small slices.	0:08:19	0:09:01	Kitchen	The subject butters the two slices of bread he has just cut.	0:09:02	0:09:21	Kitchen					
EPICKitchen	4	P05_P05_02.MP4	The subject prepares microwave popcorn. First he takes the bag, cleans it and puts it in the microwave. Once ready he pours it into a plastic container and seasones it with something.	The subject takes some things from the kitchen cupboards	0:00:01	0:00:17	Kitchen	The subject dries a bag of microwave popcorn with paper towels.	0:00:31	0:01:25	Kitchen	The subject places the bag in the microwave and turns it on.	0:01:33	0:01:40	Kitchen	The subject washes his hands in the sink and dries them with a cloth.	0:01:44	0:01:54	Kitchen sink	The subject observes the microwave.	0:02:10	0:04:09	Kitchen	The subject pours a glass of water and drinks it.	0:04:16	0:04:25	Kitchen	The subject takes the bag of microwave popcorn and put some of the popcorn into a plastic container.	0:04:28	0:04:53	Kitchen	The subject takes a bottle from the cupboard and pours some into the plastic container containing the popcorn.	0:05:02	0:05:19	Kitchen																	
EPICKitchen	4	P05_P05_06.MP4	The subject prepares a tea. First, he boils the water, then prepares the cup with sugar and a tea bag. Next, the subject prepares a plate with a biscuit from the fridge. Finally, the subject takes some milk from the fridge and adds it to the cup once the tea is ready.	The subject boils water in an electric kettle	0:00:01	0:00:21	Kitchen	The subject prepares a cup with sugar and a teabag inside on the kitchen counter.	0:00:22	0:00:46	Kitchen counter	The subject takes a bag of cookies from the refrigerator and pours the contents onto a plate.	0:00:47	0:01:04	Kitchen counter	The subject uses the water from the kettle to prepare tea.	0:02:23	0:02:39	Kitchen counter	The subject takes the milk from the fridge	0:04:14	0:04:24	Kitchen	The subject removes the tea bag from the cup	0:04:40	0:04:56	Kitchen counter	The subject adds some milk to the cup and puts the bottle back in the fridge.	0:04:57	0:05:10	Kitchen																					
EPICKitchen	4	P05_P05_08.MP4	The subject prepares two containers of food. In the first one he prepares a pasta with tomato sauce. In the second one he puts some minced meat with vegetables, cooked in a pan for a few minutes. Finally, the subject cleans the kitchen and the utensils used.	The subject takes some ingredients from the fridge and places them on the kitchen counter	0:00:01	0:00:14	Kitchen	The subject puts a couple of pans and pots on the stove to heat up	0:00:15	0:00:52	Kitchen	The subject discards the ingredients previously taken from the refrigerator.	0:01:27	0:02:23	Kitchen	The subject puts water from the kettle and some pasta into one of the two pots.	0:04:14	0:04:55	Kitchen	The subject puts some vegetables and minced meat into the second pot.	0:05:18	0:06:09	Kitchen	The subject puts the remaining vegetables in the same pot where he had already put the others with the minced meat.	0:07:10	0:07:33	Kitchen	The subject drains the pasta in the sink and puts some it in a plastic container.	0:12:01	0:12:32	Kitchen	The subject adds both the tomato sauce and the remaining pasta in the colander to the container, mixing everything together with a ladle.	0:12:38	0:14:42	Kitchen counter	The subject hand washes the pot and other utensils used to prepare the pasta.	0:15:24	0:17:08	Kitchen sink	The subject moves the minced meat and vegetables, now cooked, from the pan to another plastic container.	0:17:41	0:18:53	Kitchen counter	The subject hand washes the pot used to cook meat and vegetables.	0:19:00	0:20:03	Kitchen sink	The subject uses a cloth to clean the counter and stovetop	0:20:31	0:20:52	Kitchen	
EPICKitchen	4	P05_P05_09.MP4	The subject prepares a tea with milk. Meanwhile, the subject heats some food in the microwave and prepares a container with food by mixing the contents of two other containers.	The subject puts some pots and pans from the kitchen counter back into the cupboard	0:00:01	0:00:20	Kitchen	The subject boils tap water in the electric kettle	0:00:25	0:00:45	Kitchen	The subject prepares a cup with sugar and a tea bag on the counter	0:00:47	0:01:21	Kitchen	The subject prepares a plate with food taken from a bag	0:01:22	0:01:49	Kitchen	The subject puts the plate with the food in the microwave to heat up	0:01:55	0:02:02	Kitchen	The subject uses the heated water to prepare tea in the cup	0:02:46	0:03:05	Kitchen	The subject takes two containers with food and a bottle of milk from the refrigerator.	0:03:05	0:03:17	Kitchen	The subject mixes some of the food from both containers into a third plastic container.	0:03:19	0:05:23	Kitchen	The subject puts the two containers back in the fridge	0:05:33	0:05:43	Kitchen	The subject hand washes a spoon by hand in the sink	0:05:53	0:06:07	Kitchen sink	The subject puts some milk in the cup and puts the bottle back in the fridge	0:06:28	0:06:43	Kitchen	The subject takes the plate with the food from the microwave	0:06:46	0:06:52	Kitchen	
